animal_id,age_years,breed,sex,weight_kg,body_temperature_c,heart_rate_bpm,respiratory_rate_bpm,milk_yield_drop_pct,appetite,activity_level,vaccination_status,symptoms,latitude,longitude,recorded_date,disease
LV-0125,9.3,Holstein_Friesian,Female,424.9,39.7,81,26,79.1,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.414,73.8237,2026-08-21,Bovine_Mastitis
LV-0126,2.4,Holstein_Friesian,Female,425.2,40.9,82,40,51.6,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.1948,76.8173,2026-08-20,Lumpy_Skin_Disease
LV-0127,4.6,Gir,Female,383.4,39.7,74,30,83.5,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.0184,75.258,2026-08-28,Bovine_Mastitis
LV-0128,1.0,Holstein_Friesian,Female,320.6,39.0,71,15,0.0,Normal,Active,Up_to_date,none,19.1353,75.4384,2026-08-18,Healthy_Cattle
LV-0129,7.3,Gir,Female,386.2,40.4,79,31,34.5,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.4901,76.7559,2026-08-07,Lumpy_Skin_Disease
LV-0130,2.6,Jersey,Male,448.2,41.2,83,47,76.2,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.0765,75.4265,2026-08-07,Foot_and_Mouth_Disease
LV-0131,7.9,Murrah_Buffalo,Female,385.4,39.9,89,45,81.4,Anorexia,Recumbent,Up_to_date,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.2236,77.4035,2026-08-18,Blackleg
LV-0132,1.4,Gir,Female,469.0,39.9,68,35,36.7,Reduced,Depressed,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.4551,76.7427,2026-08-29,Lumpy_Skin_Disease
LV-0133,5.1,Red_Sindhi,Female,379.9,41.4,81,50,60.2,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.6153,77.107,2026-08-21,Foot_and_Mouth_Disease
LV-0134,5.5,Holstein_Friesian,Female,498.1,39.1,65,20,0.0,Normal,Active,Up_to_date,none,20.7123,75.5489,2026-08-05,Healthy_Cattle
LV-0135,1.3,Holstein_Friesian,Female,371.9,41.2,74,28,64.9,Anorexia,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",18.7952,76.1412,2026-08-08,Lumpy_Skin_Disease
LV-0136,1.2,Jersey,Female,479.8,40.3,73,48,58.2,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.345,76.5985,2026-08-09,Foot_and_Mouth_Disease
LV-0137,5.3,Sahiwal,Female,381.4,38.9,65,25,0.0,Normal,Active,Up_to_date,none,20.7442,76.7471,2026-08-28,Healthy_Cattle
LV-0138,1.4,Gir,Male,370.3,40.7,88,23,47.5,Reduced,Lethargic,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.5279,75.4842,2026-08-17,Lumpy_Skin_Disease
LV-0139,3.6,Murrah_Buffalo,Female,399.0,41.5,121,47,68.8,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.1734,74.2224,2026-08-11,Blackleg
LV-0140,7.8,Gir,Female,523.8,41.0,91,33,53.7,Anorexia,Lethargic,Partial,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.9652,74.1027,2026-08-12,Foot_and_Mouth_Disease
LV-0141,5.9,Red_Sindhi,Female,306.0,41.2,117,46,94.9,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",18.9802,75.3462,2026-08-16,Blackleg
LV-0142,7.7,Holstein_Friesian,Female,368.7,38.4,67,27,0.0,Normal,Active,Up_to_date,none,20.727,76.7605,2026-08-27,Healthy_Cattle
LV-0143,4.2,Red_Sindhi,Female,412.0,40.6,75,39,73.1,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.4168,77.0066,2026-08-05,Lumpy_Skin_Disease
LV-0144,4.5,Jersey,Male,379.4,40.9,85,30,30.1,Reduced,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.044,75.0507,2026-08-17,Lumpy_Skin_Disease
LV-0145,5.3,Murrah_Buffalo,Female,427.6,39.4,88,37,67.2,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.3095,76.8002,2026-08-17,Bovine_Mastitis
LV-0146,2.3,Red_Sindhi,Male,461.8,40.4,74,35,59.8,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.8021,73.8544,2026-08-20,Bovine_Mastitis
LV-0147,8.2,Holstein_Friesian,Female,431.4,40.9,96,29,65.4,Reduced,Lethargic,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.6515,75.7875,2026-08-16,Lumpy_Skin_Disease
LV-0148,6.1,Sahiwal,Female,450.7,40.2,95,46,61.4,Anorexia,Depressed,Up_to_date,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.0582,74.4022,2026-08-05,Lumpy_Skin_Disease
LV-0149,2.7,Gir,Female,349.8,37.7,64,31,0.0,Normal,Active,Up_to_date,none,20.6885,76.5621,2026-08-22,Healthy_Cattle
LV-0150,2.2,Gir,Female,416.8,41.3,78,31,81.5,Anorexia,Lethargic,Partial,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.6136,75.2155,2026-08-25,Foot_and_Mouth_Disease
LV-0151,1.6,Red_Sindhi,Male,274.5,41.6,104,39,60.9,Anorexia,Depressed,Partial,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.1805,77.2473,2026-08-10,Blackleg
LV-0152,8.1,Murrah_Buffalo,Female,444.5,38.6,67,21,0.0,Normal,Active,Up_to_date,none,19.5148,74.7348,2026-08-21,Healthy_Cattle
LV-0153,4.1,Gir,Female,394.4,39.5,79,25,65.3,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.0804,76.3913,2026-08-09,Bovine_Mastitis
LV-0154,5.9,Sahiwal,Female,453.1,41.0,82,40,86.6,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.086,75.3406,2026-08-07,Blackleg
LV-0155,1.6,Murrah_Buffalo,Male,424.3,39.8,73,35,55.3,Reduced,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7753,76.5164,2026-08-15,Bovine_Mastitis
LV-0156,8.9,Murrah_Buffalo,Male,398.4,40.9,84,35,64.7,Reduced,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.2277,75.6548,2026-08-20,Lumpy_Skin_Disease
LV-0157,4.3,Gir,Female,498.6,40.9,74,43,91.7,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.8937,75.0839,2026-08-16,Blackleg
LV-0158,5.7,Jersey,Male,346.3,38.7,55,29,0.0,Normal,Active,Partial,none,19.0066,75.5282,2026-08-28,Healthy_Cattle
LV-0159,2.7,Red_Sindhi,Male,362.7,40.8,98,29,33.8,Anorexia,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.4014,75.171,2026-08-23,Lumpy_Skin_Disease
LV-0160,7.5,Sahiwal,Male,368.3,40.8,77,37,31.3,Anorexia,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.4204,74.8474,2026-08-09,Lumpy_Skin_Disease
LV-0161,5.9,Holstein_Friesian,Male,401.8,38.0,64,29,0.0,Normal,Active,Up_to_date,none,19.9826,76.813,2026-08-28,Healthy_Cattle
LV-0162,3.2,Jersey,Male,434.6,39.5,80,27,73.3,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.8065,75.809,2026-08-17,Bovine_Mastitis
LV-0163,5.2,Holstein_Friesian,Female,400.9,38.4,67,19,0.0,Normal,Active,Partial,none,18.718,73.8083,2026-08-03,Healthy_Cattle
LV-0164,5.6,Murrah_Buffalo,Female,481.7,40.5,104,47,86.6,Anorexia,Recumbent,Partial,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.5122,75.7418,2026-08-27,Blackleg
LV-0165,4.4,Murrah_Buffalo,Male,362.9,40.6,101,35,69.2,Anorexia,Lethargic,Up_to_date,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.7643,73.6087,2026-08-06,Foot_and_Mouth_Disease
LV-0166,8.7,Holstein_Friesian,Female,431.8,41.0,96,34,61.3,Anorexia,Lethargic,Partial,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.8377,76.3147,2026-08-29,Foot_and_Mouth_Disease
LV-0167,3.4,Gir,Male,318.0,40.9,87,30,56.9,Reduced,Depressed,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.4912,74.8616,2026-08-24,Lumpy_Skin_Disease
LV-0168,1.7,Red_Sindhi,Female,424.2,41.2,74,37,34.2,Anorexia,Lethargic,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.1369,75.7871,2026-08-13,Lumpy_Skin_Disease
LV-0169,1.7,Murrah_Buffalo,Male,352.8,41.1,84,38,66.8,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.8664,76.0584,2026-08-23,Blackleg
LV-0170,1.9,Murrah_Buffalo,Male,550.3,39.7,74,30,73.5,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.7128,74.5176,2026-08-17,Bovine_Mastitis
LV-0171,6.4,Holstein_Friesian,Male,408.9,39.8,70,20,58.0,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.2726,75.648,2026-08-17,Lumpy_Skin_Disease
LV-0172,3.0,Holstein_Friesian,Male,401.4,40.2,84,44,53.1,Reduced,Depressed,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",18.7613,75.9683,2026-08-24,Lumpy_Skin_Disease
LV-0173,8.9,Gir,Female,534.1,39.8,68,20,59.0,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.6421,75.9316,2026-08-16,Bovine_Mastitis
LV-0174,7.5,Jersey,Female,461.3,41.1,84,42,76.6,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.488,73.8691,2026-08-15,Foot_and_Mouth_Disease
LV-0175,7.8,Gir,Male,406.5,40.4,89,41,77.1,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.281,73.5405,2026-08-18,Foot_and_Mouth_Disease
LV-0176,2.0,Jersey,Female,383.3,40.8,72,36,30.5,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.2316,73.675,2026-08-21,Lumpy_Skin_Disease
LV-0177,2.9,Gir,Female,482.9,38.5,60,23,0.0,Normal,Active,Up_to_date,none,21.0852,75.8611,2026-08-12,Healthy_Cattle
LV-0178,8.4,Jersey,Male,411.9,41.6,105,28,74.8,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.5652,74.9982,2026-08-24,Blackleg
LV-0179,6.8,Red_Sindhi,Male,433.7,39.5,92,33,56.8,Reduced,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.0252,75.8209,2026-08-06,Lumpy_Skin_Disease
LV-0180,7.2,Red_Sindhi,Female,391.6,39.8,78,28,57.3,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.664,74.1401,2026-08-18,Bovine_Mastitis
LV-0181,2.3,Red_Sindhi,Female,422.8,40.8,73,27,69.0,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.4846,75.6815,2026-08-29,Foot_and_Mouth_Disease
LV-0182,9.7,Jersey,Female,325.7,40.1,76,39,72.1,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7857,76.8346,2026-08-19,Foot_and_Mouth_Disease
LV-0183,8.4,Red_Sindhi,Female,421.8,40.0,76,43,83.2,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.9957,75.8319,2026-08-29,Foot_and_Mouth_Disease
LV-0184,6.6,Holstein_Friesian,Male,437.5,40.3,89,33,49.1,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.9266,75.6721,2026-08-19,Bovine_Mastitis
LV-0185,6.3,Sahiwal,Female,384.3,39.6,76,36,60.6,Anorexia,Lethargic,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.3473,75.5516,2026-08-12,Lumpy_Skin_Disease
LV-0186,8.8,Sahiwal,Male,365.7,39.4,69,34,63.0,Reduced,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.0967,77.423,2026-08-18,Bovine_Mastitis
LV-0187,6.4,Jersey,Female,489.9,39.7,72,33,63.0,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.5573,75.4074,2026-08-29,Bovine_Mastitis
LV-0188,8.8,Sahiwal,Female,505.6,41.3,77,42,63.0,Anorexia,Depressed,Partial,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.102,77.4786,2026-08-08,Lumpy_Skin_Disease
LV-0189,1.1,Gir,Male,450.9,41.2,92,33,80.8,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7983,76.8837,2026-08-02,Foot_and_Mouth_Disease
LV-0190,4.6,Sahiwal,Female,477.7,40.0,98,40,56.0,Anorexia,Lethargic,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.1068,76.227,2026-08-17,Lumpy_Skin_Disease
LV-0191,8.2,Murrah_Buffalo,Male,446.8,39.3,65,31,78.9,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.957,74.5647,2026-08-22,Bovine_Mastitis
LV-0192,5.3,Gir,Female,424.7,40.8,71,46,75.9,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.166,75.5123,2026-08-30,Foot_and_Mouth_Disease
LV-0193,8.4,Murrah_Buffalo,Male,445.5,41.1,61,26,53.6,Normal,Normal,Overdue,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",18.8599,77.1672,2026-08-08,Bovine_Mastitis
LV-0194,5.5,Murrah_Buffalo,Female,440.1,40.2,81,38,61.0,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",18.6881,76.8574,2026-08-09,Foot_and_Mouth_Disease
LV-0195,9.5,Red_Sindhi,Male,403.6,40.3,95,34,62.5,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.1756,75.2353,2026-08-17,Foot_and_Mouth_Disease
LV-0196,9.4,Holstein_Friesian,Female,464.3,40.9,92,44,55.6,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.1265,74.2312,2026-08-24,Foot_and_Mouth_Disease
LV-0197,9.6,Gir,Female,408.9,40.3,95,34,75.4,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",18.8329,76.0377,2026-08-03,Blackleg
LV-0198,1.5,Gir,Female,494.1,40.6,84,41,76.3,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.1405,74.363,2026-08-13,Foot_and_Mouth_Disease
LV-0199,1.3,Gir,Male,428.3,41.0,125,34,63.4,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.9699,76.6281,2026-08-21,Blackleg
LV-0200,8.5,Murrah_Buffalo,Female,328.5,40.1,85,19,66.2,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.2854,73.5397,2026-08-11,Foot_and_Mouth_Disease
LV-0201,1.4,Sahiwal,Female,403.9,39.1,59,21,0.0,Normal,Active,Up_to_date,none,21.0714,75.8014,2026-08-10,Healthy_Cattle
LV-0202,8.3,Sahiwal,Female,478.9,40.8,70,44,74.9,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.4394,77.3968,2026-08-15,Blackleg
LV-0203,5.9,Gir,Female,406.6,41.9,76,35,62.6,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.9522,76.4898,2026-08-23,Blackleg
LV-0204,6.2,Gir,Female,452.2,41.2,93,36,69.0,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.3672,76.6253,2026-08-13,Blackleg
LV-0205,9.8,Jersey,Female,446.3,40.2,100,31,71.6,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.57,76.2604,2026-08-18,Foot_and_Mouth_Disease
LV-0206,6.7,Holstein_Friesian,Male,323.5,40.7,98,36,33.4,Reduced,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.1397,75.2313,2026-08-30,Lumpy_Skin_Disease
LV-0207,8.8,Jersey,Female,394.2,40.2,61,30,59.7,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.367,77.4247,2026-08-04,Bovine_Mastitis
LV-0208,7.6,Red_Sindhi,Female,369.8,39.1,71,22,0.0,Normal,Active,Up_to_date,none,19.43,74.4282,2026-08-11,Healthy_Cattle
LV-0209,2.5,Sahiwal,Female,438.4,41.7,101,46,75.1,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",18.6382,76.7323,2026-08-08,Blackleg
LV-0210,7.6,Holstein_Friesian,Female,393.8,38.6,77,23,0.0,Normal,Active,Up_to_date,none,19.3667,75.0913,2026-08-27,Healthy_Cattle
LV-0211,5.5,Gir,Female,555.4,38.5,64,21,0.0,Normal,Active,Up_to_date,none,20.3661,77.4698,2026-08-29,Healthy_Cattle
LV-0212,4.2,Jersey,Female,377.4,39.4,61,28,41.8,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.1003,74.6299,2026-08-29,Bovine_Mastitis
LV-0213,7.5,Holstein_Friesian,Female,517.0,40.9,79,28,85.8,Anorexia,Lethargic,Partial,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.1777,75.1778,2026-08-04,Foot_and_Mouth_Disease
LV-0214,9.0,Sahiwal,Male,380.6,38.4,69,17,0.0,Normal,Active,Up_to_date,none,20.4081,74.9574,2026-08-26,Healthy_Cattle
LV-0215,5.6,Holstein_Friesian,Female,446.2,38.7,72,19,0.0,Normal,Active,Up_to_date,none,20.464,74.1064,2026-08-25,Healthy_Cattle
LV-0216,1.4,Jersey,Female,410.0,40.2,87,40,66.6,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.6694,74.3022,2026-08-07,Bovine_Mastitis
LV-0217,3.7,Holstein_Friesian,Male,493.0,41.3,85,45,62.1,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.6379,76.7671,2026-08-14,Foot_and_Mouth_Disease
LV-0218,4.0,Murrah_Buffalo,Male,507.6,39.7,77,37,54.5,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.2513,77.3089,2026-08-10,Lumpy_Skin_Disease
LV-0219,4.3,Jersey,Female,478.2,40.3,74,23,62.9,Reduced,Normal,Partial,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.9825,76.2888,2026-08-07,Bovine_Mastitis
LV-0220,9.3,Sahiwal,Female,394.9,40.4,71,25,69.9,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7942,76.1842,2026-08-13,Bovine_Mastitis
LV-0221,5.5,Holstein_Friesian,Female,447.3,38.4,60,29,0.0,Normal,Active,Up_to_date,none,21.017,73.5457,2026-08-26,Healthy_Cattle
LV-0222,8.6,Jersey,Male,473.4,40.1,78,28,42.3,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.0879,74.217,2026-08-30,Bovine_Mastitis
LV-0223,4.6,Holstein_Friesian,Female,353.0,39.2,77,32,75.9,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.2152,76.8313,2026-08-19,Bovine_Mastitis
LV-0224,3.2,Jersey,Female,313.4,40.0,65,21,68.0,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.7136,73.7734,2026-08-27,Bovine_Mastitis
LV-0225,1.8,Gir,Female,389.4,40.9,82,29,89.3,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.7005,73.9648,2026-08-23,Foot_and_Mouth_Disease
LV-0226,7.8,Jersey,Female,445.5,40.7,92,37,54.1,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",21.4369,75.722,2026-08-18,Foot_and_Mouth_Disease
LV-0227,4.8,Holstein_Friesian,Female,330.2,40.9,94,30,70.7,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.4056,75.9145,2026-08-07,Blackleg
LV-0228,9.3,Jersey,Female,525.9,40.3,74,35,54.9,Anorexia,Depressed,Overdue,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.191,75.3027,2026-08-16,Lumpy_Skin_Disease
LV-0229,5.7,Holstein_Friesian,Male,412.0,39.2,63,30,82.3,Normal,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.3756,74.9942,2026-08-13,Bovine_Mastitis
LV-0230,1.1,Jersey,Female,400.4,39.8,86,41,83.6,Anorexia,Lethargic,Overdue,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",20.5174,77.408,2026-08-17,Foot_and_Mouth_Disease
LV-0231,7.7,Sahiwal,Female,441.0,40.0,74,34,59.7,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.1406,76.1827,2026-08-18,Bovine_Mastitis
LV-0232,1.8,Gir,Female,441.6,41.5,87,35,69.9,Anorexia,Recumbent,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.6982,75.9269,2026-08-11,Blackleg
LV-0233,4.3,Sahiwal,Female,450.0,40.1,74,31,49.0,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.7138,75.5858,2026-08-19,Bovine_Mastitis
LV-0234,4.8,Red_Sindhi,Female,384.2,41.7,90,52,94.9,Anorexia,Depressed,Unvaccinated,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.9983,75.6401,2026-08-11,Blackleg
LV-0235,1.6,Sahiwal,Female,391.3,38.1,60,24,0.0,Normal,Active,Up_to_date,none,21.2813,73.9216,2026-08-23,Healthy_Cattle
LV-0236,1.1,Gir,Female,509.3,41.2,105,46,77.8,Anorexia,Depressed,Up_to_date,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.2737,75.2732,2026-08-10,Blackleg
LV-0237,4.2,Sahiwal,Male,426.6,39.9,78,25,75.4,Reduced,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",19.3145,74.4271,2026-08-17,Bovine_Mastitis
LV-0238,4.5,Holstein_Friesian,Female,336.0,40.6,85,41,67.7,Anorexia,Depressed,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",20.3316,74.1415,2026-08-05,Lumpy_Skin_Disease
LV-0239,7.5,Jersey,Female,254.3,40.5,94,40,71.3,Anorexia,Lethargic,Unvaccinated,"fever,excessive_salivation,oral_vesicles,lameness,loss_of_appetite",19.3904,75.6655,2026-08-30,Foot_and_Mouth_Disease
LV-0240,2.5,Sahiwal,Female,377.4,40.0,80,34,53.4,Anorexia,Lethargic,Up_to_date,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",19.6731,74.4368,2026-08-15,Lumpy_Skin_Disease
LV-0241,6.1,Holstein_Friesian,Female,509.9,40.9,100,48,76.5,Anorexia,Depressed,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",19.4827,75.6867,2026-08-01,Blackleg
LV-0242,5.8,Red_Sindhi,Male,364.5,40.0,66,25,71.1,Normal,Normal,Up_to_date,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",21.187,74.3173,2026-08-17,Bovine_Mastitis
LV-0243,8.0,Murrah_Buffalo,Female,445.1,38.9,70,23,0.0,Normal,Active,Up_to_date,none,20.6439,77.0263,2026-08-22,Healthy_Cattle
LV-0244,5.8,Gir,Female,441.7,41.4,70,40,91.7,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",21.0649,77.0302,2026-08-03,Blackleg
LV-0245,4.7,Gir,Male,339.7,40.6,87,38,54.6,Anorexia,Lethargic,Unvaccinated,"fever,skin_nodules,swollen_lymph_nodes,nasal_discharge,loss_of_appetite",21.4677,74.4262,2026-08-29,Lumpy_Skin_Disease
LV-0246,3.9,Holstein_Friesian,Female,344.7,38.9,72,24,60.9,Reduced,Normal,Unvaccinated,"swollen_udder,abnormal_milk_clots,painful_quarter,reduced_milk",20.6263,73.5335,2026-08-11,Bovine_Mastitis
LV-0247,8.6,Gir,Male,374.2,38.7,55,31,0.0,Normal,Active,Up_to_date,none,20.0632,74.9008,2026-08-26,Healthy_Cattle
LV-0248,1.1,Holstein_Friesian,Male,371.9,42.0,81,52,75.6,Anorexia,Recumbent,Overdue,"acute_fever,crepitant_swelling,severe_lameness,depression,recumbency",20.3162,75.2327,2026-08-26,Blackleg
LV-0249,6.2,Murrah_Buffalo,Female,414.5,38.2,59,27,0.0,Normal,Active,Up_to_date,none,19.4415,74.466,2026-08-27,Healthy_Cattle
LV-0250,8.8,Sahiwal,Male,442.8,39.1,58,24,0.0,Normal,Active,Up_to_date,none,19.8523,77.334,2026-08-17,Healthy_Cattle
