file_path,relative_path,class,split
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_021.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_021.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_024.jpg,Healthy_Cattle\healthy_cattle_024.jpg,Healthy_Cattle,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_003.jpg,Healthy_Cattle\healthy_cattle_003.jpg,Healthy_Cattle,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_040.jpg,Bovine_Mastitis\bovine_mastitis_040.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_033.jpg,Blackleg\blackleg_033.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_036.jpg,Blackleg\blackleg_036.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_014.jpg,Healthy_Cattle\healthy_cattle_014.jpg,Healthy_Cattle,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_038.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_038.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_030.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_030.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_015.jpg,Blackleg\blackleg_015.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_018.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_018.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_014.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_014.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_011.jpg,Blackleg\blackleg_011.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_024.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_024.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_039.jpg,Bovine_Mastitis\bovine_mastitis_039.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_014.jpg,Bovine_Mastitis\bovine_mastitis_014.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_004.jpg,Bovine_Mastitis\bovine_mastitis_004.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_021.jpg,Blackleg\blackleg_021.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_023.jpg,Blackleg\blackleg_023.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_019.jpg,Blackleg\blackleg_019.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_004.jpg,Blackleg\blackleg_004.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_016.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_016.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_031.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_031.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_002.jpg,Bovine_Mastitis\bovine_mastitis_002.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_026.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_026.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_011.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_011.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_029.jpg,Blackleg\blackleg_029.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_009.jpg,Bovine_Mastitis\bovine_mastitis_009.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_037.jpg,Healthy_Cattle\healthy_cattle_037.jpg,Healthy_Cattle,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_020.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_020.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_018.jpg,Bovine_Mastitis\bovine_mastitis_018.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_001.jpg,Healthy_Cattle\healthy_cattle_001.jpg,Healthy_Cattle,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_028.jpg,Bovine_Mastitis\bovine_mastitis_028.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_005.jpg,Healthy_Cattle\healthy_cattle_005.jpg,Healthy_Cattle,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_025.jpg,Bovine_Mastitis\bovine_mastitis_025.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_039.jpg,Blackleg\blackleg_039.jpg,Blackleg,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_035.jpg,Healthy_Cattle\healthy_cattle_035.jpg,Healthy_Cattle,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_006.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_006.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_021.jpg,Bovine_Mastitis\bovine_mastitis_021.jpg,Bovine_Mastitis,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_039.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_039.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_022.jpg,Healthy_Cattle\healthy_cattle_022.jpg,Healthy_Cattle,test
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_028.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_028.jpg,Lumpy_Skin_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_023.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_023.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_008.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_008.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_015.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_015.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_025.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_025.jpg,Foot_and_Mouth_Disease,test
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_023.jpg,Healthy_Cattle\healthy_cattle_023.jpg,Healthy_Cattle,test
